Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
K7,Y14x-1C-xxDS,Relay_SPDT_HsinDa_Y14,186.69,-123.825,-90.0,top
K8,Y14x-1C-xxDS,Relay_SPDT_HsinDa_Y14,327.66,-156.845,90.0,top
L1,100uH,L_12x12mm_H8mm,114.155,-60.96,-90.0,top
L2,100uH,L_12x12mm_H8mm,127.49,-60.96,-90.0,top
L3,100uH,L_12x12mm_H8mm,114.155,-81.915,-90.0,top
L4,100uH,L_12x12mm_H8mm,127.49,-82.011324,-90.0,top
L5,4.7uH,L_0805_2012Metric_Pad1.05x1.20mm_HandSolder,102.55,-167.15,-90.0,top
L6,4.7uH,L_0805_2012Metric_Pad1.05x1.20mm_HandSolder,65.5,-171.0,-90.0,top
PS1,IRM-20-15,Converter_ACDC_MeanWell_IRM-20-xx_THT,75.257332,-81.936176,0.0,top
PS2,IRM-20-15,Converter_ACDC_MeanWell_IRM-20-xx_THT,75.257332,-110.921176,0.0,top
R1,64.9k,R_0805_2012Metric,105.6375,-170.0,0.0,top
R10,R,R_MiniMELF_MMA-0204,227.397332,-115.368676,0.0,top
R100,R,R_MiniMELF_MMA-0204,286.864,-211.359,180.0,top
R101,R,R_MiniMELF_MMA-0204,279.664,-213.759,0.0,top
R102,R,R_MiniMELF_MMA-0204,261.464,-187.959,90.0,top
R103,R,R_MiniMELF_MMA-0204,279.664,-211.359,180.0,top
R104,R,R_MiniMELF_MMA-0204,279.664,-209.059,180.0,top
R105,R,R_MiniMELF_MMA-0204,277.214,-205.209,90.0,top
R106,R,R_MiniMELF_MMA-0204,278.464,-192.659,90.0,top
R107,R,R_MiniMELF_MMA-0204,282.264,-191.259,0.0,top
R108,R,R_MiniMELF_MMA-0204,324.659272,-211.36814,180.0,top
R109,R,R_MiniMELF_MMA-0204,317.459272,-213.76814,0.0,top
R11,R,R_MiniMELF_MMA-0204,190.897332,-115.258676,0.0,top
R110,R,R_MiniMELF_MMA-0204,299.259272,-187.96814,90.0,top
R111,R,R_MiniMELF_MMA-0204,317.459272,-211.36814,180.0,top
R112,R,R_MiniMELF_MMA-0204,317.459272,-209.06814,180.0,top
R113,R,R_MiniMELF_MMA-0204,315.009272,-205.21814,90.0,top
R114,R,R_MiniMELF_MMA-0204,316.259272,-192.66814,90.0,top
R115,R,R_MiniMELF_MMA-0204,320.059272,-191.26814,0.0,top
R116,130k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,108.47056,-119.14019,180.0,top
